"username","orig_sentence","cleaned_sentence","category","sub-category"
"tweets_AliaaaKha","कर्नाटक : गणेश उत्सव के जुलूस से एक भगवा दंगाई ने मस्जिद पर जूता फेंक कर मारा, और ये सब पुलिस प्रशासन की मौजूदगी में हुआ, वीडियो वायरल होने और दंगाई की पहचान होने के बाद भी कर्नाटक पुलिस कोई कारवाई नहीं कर रही, VHP से कनेक्शन बताए जा रहे भगवा दंगाई की।
#Karnataka
#Islamophobia https://t.co/6IvlrFtlV5","vhp",,
"tweets_ahmedversi","Indian court admitted petition to hear group of Hindus to allow them to pray inside a historic 17th-century Gyanvapi Mosque in the ancient city of Varanasi. #UP #Varanasi #GyanvapiMosque #India #Islamophobia   https://t.co/spdynrgJZJ","indian court admit petition hear group hindus allow pray inside historic 17thcentury gyanvapi mosque ancient city varanasi",,
"tweets_TheMerdekaTimes","Mereka membenci kami orang Islam. Sebilangan mereka mengatakan bahawa kami adalah orang jahat. 

Jadi, Munni adalah nama yang sesuai dengan kedua-dua komuniti (Hindu dan Muslim),” - Begum, wanita Muslim

#Islamophobia #India #maid #themerdekatimes

https://t.co/zSMJjAjyc3","mereka membenci kami orang islam sebilangan mereka mengatakan bahawa kami adalah orang jahat jadi munni adalah nama yang sesuai dengan keduadua komuniti hindu dan muslim begum wanita muslim",,
"tweets_FawadKh25026261","#Karnataka #Police registered FIR against 4 including DJ &amp; organizers of #GaneshChaturthi event in #Kalaburgi.No arrests so far.#Muslims of #India are in danger while fascist #Modi remains mute and blind on the issue.
#IndiaAt75 #ModiGovt #BJP #BJPFailsIndia #Muslim #Islamophobia https://t.co/LHRkEwpmFT","register fir 4 include dj organizer event arrest far danger fascist remain mute blind issue",,
"tweets_WashimYadahall3","Gyanvapi Masjid judgement will embolden fascist agenda to target minority places of worship. 
#GyanvapiCase #Islamophobia #GyanvapiMasjid #GyanvapiVerdict #Varanasi https://t.co/7SCn4nWG7i","gyanvapi masjid judgement embolden fascist agenda target minority place worship",,
"tweets_Ashutos24556692","@_sayema Omg #Hinduphobic is playing #Islamophobia card","omg play card",,
"tweets_rindubaewish","@Ayang_Hyang BuzzerRp tdk segan² menyenggol siapa pun dlm hal #islamophobia","buzzerrp tdk segan menyenggol siapa pun dlm hal",,
"tweets_up_pray","semoga yg islamophobia bertaubatlah ingat Ajalmu sudah t  dekat datang tdk diudang
#Islamophobia
 #Islamophobia","semoga yg islamophobia bertaubatlah ingat ajalmu sudah dekat datang tdk diudang",,
"tweets_accouder","@mrjamesob @TimesofIsrael: ""Wealthy Jewish Americans    @DanielPipes of @meforum, @ninarosenwald of ASM, David Horowitz of @HorowitzCenter funded #Islamophobia thug #TommyRobinson ""

#EddieDempsey
@antisemitism-#ItWasAScam

https://t.co/Qfc5QDkmMs https:/","wealthy jewish american asm david horowitz fund thug http",,
"tweets_Muslims4USA","Perfectly said @Aarafiea Thanks for posting this video. #سچا_عاشق_رسول_عمران_خانہ 

#ImranKhanForPakistan speaks on #Islamophobia https://t.co/CjjK94BbFk","perfectly say thanks post video speaks",,
"tweets_Ankur4BJP","#Islamophobia is just a termed coined to demolish descent; similar in purpose to the term 'secularism'.

#Musing","term coined demolish descent similar purpose term secularism",,
"tweets_MUHAMMEDIKRAMS2","#Islamophobia is on Top in #India https://t.co/fJVpg56GLl","top",,
"tweets_razzak_shah","#Islamophobia
#Islamophobiainindia 
Sons of Cow 🐄 afraid of ISLAM &amp; MUSLIMS 😂 https://t.co/7atfFqG8X9","son cow afraid islam muslim",,
"tweets_ferithafez","After French president Emmanuel Macron, we chose former Austrian Chancellor Sebastian Kurz for the cover page of our @islamophobiaEIR 2021 will be launched on September 21, the European Action Day Against #Islamophobia. Stay tuned. 📣📣📣 @EnesBayrakli https://t.co/BgK4jB5WU8","french president emmanuel macron choose former austrian chancellor sebastian kurz cover page 2021 launch september 21 european action day stay tune",,
"tweets_TheMerdekaTimes","Antara kandungan lirik lagu itu adalah, “Kami akan mencuci tanah ini dengan darah,”

dan ia dipasang dalam satu upacara Hindu berhadapan sebuah masjid.

#Islamophobia #India #themerdekatimes

https://t.co/artoZ1wSoJ","antara kandungan lirik lagu itu adalah kami akan mencuci tanah ini dengan darah dan ia dipasang dalam satu upacara hindu berhadapan sebuah masjid",,
"tweets_FatehTamanna","How can you say, who is doing is Muslim guy.
Have you any proof?
Aap sab ke andhe ho chuke ho aur na hi sahi likhne ki imandari hai.
Bas #Islamophobia hai.. https://t.co/9ltjwVcnKo","say muslim guy proof aap sab ke andhe ho chuke ho aur na hi sahi likhne ki imandari hai ba hai",,
"tweets_BilalAhmed_NCA","Western nation should avoid spread hate against the #Muslims, Suppose if Muslims start spreading false narratives against Christians, Jews or Hindus, how will these communities feel? can we stop targeting nation by insulting each other's religions. #Islamophobia","western nation avoid spread hate suppose muslim start spread false narrative christian jew hindus community feel stop target nation insult others religion",,
"tweets_MdBadepeer","Gyanvapi Masjid judgement will embolden fascist agenda to target minority places of worship
#GyanvapiCase #Islamophobia #GyanvapiMasjid #GyanvapiVerdict #Varanasi #PopularFrontofIndia https://t.co/Oayni0aiTQ","gyanvapi masjid judgement embolden fascist agenda target minority place worship",,
"tweets_SSarfarazahmed2","Sairat Kutch Gujarat Jaisalmer #NarendraModi inki baton ko Suna jaaye aur vichar kiya jaaye Gau Mata Yun hi Nahin mar rahi hain yah ek shadisht hai iski pardafash kiya jaaye iski jaanch karai jaaye pata kiya jaaye iske piche kaun hai #Islamophobia https://t.co/mWmIShvrpK","sairat kutch gujarat jaisalmer inki baton ko suna jaaye aur vichar kiya jaaye gau mata yun hi nahin mar rahi hain yah ek shadisht hai iski pardafash kiya jaaye iski jaanch karai jaaye pata kiya jaaye iske piche kaun hai",,
"tweets_maspiyuaja","Gerombolan #Islamophobia itu suka mengolok2 Islam ttg Akhirat (surga neraka), mrk mencap yg ngomongin Surga dg cap Kadal Gurun (Kadrun) mknya caption olok2 video itu dg ""tolol tingkat kadal"", ternyata itu video Nyai NU Lirboyo. https://t.co/MINj3FAuhB","gerombolan itu suka mengolok2 islam ttg akhirat surga neraka mrk mencap yg ngomongin surga dg cap kadal gurun kadrun mknya caption olok2 video itu dg tolol tingkat kadal ternyata itu video nyai nu lirboyo",,
"tweets_saleem88754","Allahu Akbar
#Islamophobia 
#AllahuAkbar https://t.co/JMOcsndDc6","allahu akbar",,
"tweets_creterion","@ashoswai @AbsLatif Most jahil gawars type of people (i cant get most appropriate term in English, may be illiterates))  ....has been evolved upon the earth. Where were these samples hiding so for so many days. 86% fear 14% so much #Islamophobia","jahil gawars type people cant get appropriate term english may illiterates evolve upon earth sample hide many day 86 fear 14 much",,
"tweets_creterion","@AJEnglish @que_razz Most jahil gawars type of people (i cant get most appropriate term in English, may be illiterates))  ....has been evolved upon the earth. Where were these samples hiding so for so many days. 86% fear 14% so much #Islamophobia","jahil gawars type people cant get appropriate term english may illiterates evolve upon earth sample hide many day 86 fear 14 much",,
"tweets_creterion","@cjwerleman Most jahil gawars type of people (i cant get most appropriate term in English, may be illiterates))  ....has been evolved upon the earth. Where were these samples hiding so for so many days. 86% fear 14% so much #Islamophobia","jahil gawars type people cant get appropriate term english may illiterates evolve upon earth sample hide many day 86 fear 14 much",,
"tweets_UnfilteredTB","@MrAndyNgo #islamophobia is a real thing right, SJWs?","real thing right sjws",,
"tweets_sdkhan_77","@OfficialShehr @ImranRiazKhan @Twitter @verified @ImranKhanPTI @MaryamNSharif not spreading hate false propaganda while thread available of 👇 all video confession against #Islam by #ImranKhan the hypocrite played a role to pass resolution against #Isla","not spread hate false propaganda thread available video confession hypocrite play role pas resolution",,
"tweets_Mudasser_Mufti","@UN @hrw @HumanRightsHope @genocide_watch @GenocideReport @FATFNews @FATFWatch @amnesty @amnestyusa @AmnestyUK @amnestypress @amnestyOz @ashoswai @cjwerleman @CJWerlemanShow #Hindutva #HinduExtremists #Islamophobia #FATF @KhaledBeydoun @LadyVelvet_HFQ htt","htt",,
"tweets_88ashk1","Since I’ve lived in UK I can tell it’s the most racist country in the world against Asians and Muslims in particular #uk #Britain #islamophobia #QueenElizabeth https://t.co/iIKMXZVAK9","since ive live uk tell racist country world asians muslim particular",,
"tweets_LisaJWilbur","#Tucker was sent #Whitmergate 411 4/2022 same 411 sent to #DOJ MEH 3.21.2022. Presents as Why #JoeBiden #KamalaHarris #DOJ #FBI #NancyPelosi et al maybe upping the #Gaslighting to protect their own Complicity in #WhiteSupremacy #Islamophobia
#Asianhate etc. https://t.co/KwqIrZNdl8","send 411 42022 411 send meh 3212022 present et al maybe protect complicity etc",,
"tweets_TopMostShop","World is confused abt Islam. Is the known #Islamicsharia same as #Afghanistan's sharia? Is criticising #Taliban #Islamophobia? When #Talibans use guns for #death sentence, cameras for #videos &amp; loudspeakers r they offending sharia? https://t.co/RzmXdo9ihq https://t.co/4TqketBIOK","world confuse abt islam know sharia criticise use gun sentence camera loudspeaker r offend sharia",,
"tweets_LisaJWilbur","@JesseBWatters 
#JoeBiden #KamalaHarris #DOJ #FBI #Democrats #Rhinos are #Gaslighting Suppression #Whitmergate as they were sent 411 again per 5.10-11.2020 ID #racist #Islamophobia #Pakistan hating judge Everyone Protected is aunt of #GretchenWhitmer http","suppression send 411 per 510112020 id hat judge everyone protect aunt http",,
"tweets_Islam21c","FOSIS urge Muslim students to disaffiliate with the NUS following the Islamophobic and racial discrimination of NUS President Shaima Dallali.

https://t.co/2HF0R8D2y5

#islamophobia #racism #muslims #studentvoice","fosis urge muslim student disaffiliate nu follow islamophobic racial discrimination nu president shaima dallali",,
"tweets_Asifying","A liberated future might call for a reverse #colonization as I was thinking, taking Western politicos to psychotherapy sessions to cure #Islamophobia. 

But yes, liberated it will be - from ground, diaspora, elite, activist &amp; mass, all sides. https://t.co/zJvJKhU9wk","liberate future might call reverse think take western politico psychotherapy session cure yes liberate ground diaspora elite activist mass side",,
"tweets_Nima25492357","Ronaldinho #B̡arcelona Football Poster  👍

#crypto #garygensler #lyrics #yegcc #islamophobia #zhalyn #dimashzhalyn #dimashokay 

👉https://t.co/XwgDGMlph9","ronaldinho football poster",,
"tweets_TheDeldavis","@rickygervais Can't wait for the Q'uran material. Or the Gitas if you've got one laying around...

#jihadiculture 
#Islamophobia #Brainwashing #PREACHER","cant wait quran material gita youve get lay around",,
"tweets_tkucukcan","Perpetual war, #Islamophobia, the erosion of liberty: the lasting legacy of 9/11 https://t.co/VbTPDdmONW","perpetual war erosion liberty last legacy 911",,
"tweets_CAIRNational","Our Deputy Dir. @EdAhmedMitchell: ""The use of this unacceptable and racially charged image in school shooter training reinforces negative, inaccurate stereotypes and endangers students who are Muslim or Arab American.” 

Read more: https://t.co/BjqDmnVRmP
#Islamophobia https://t.co/g4G4S7GvRv","deputy dir use unacceptable racially charge image school shooter training reinforces negative inaccurate stereotype endangers student muslim arab american read",,
"tweets_AfghanistanSola","It is sheer hypocrisy to talk about #humanrights and not address the violations that were committed on the #Afghan people by @NATO and members of the #EU. The west is powerless to address its own heinous #warcrimes - most of which are motivated by #Islamophobia. @SR_Afghanistan https://t.co/jp2z5P6WFG","sheer hypocrisy talk not address violation committed people member west powerless address heinous motivate",,
"tweets_Suraj_Mishra2","Open #Islamophobia 
No Muslim player in Main Squad ?? https://t.co/6xdR9AsQJH","open muslim player main squad",,
"tweets_Ibrahim63377035","Gyanvapi Masjid judgement will embolden fascist agenda to target minority places of worship
#GyanvapiCase #Islamophobia #GyanvapiMasjid #GyanvapiVerdict #Varanasi #PopularFrontofIndia 
@oma_salam @AnisPFI @ShakifPFI https://t.co/BZJwHB3JXi","gyanvapi masjid judgement embolden fascist agenda target minority place worship",,
"tweets_sultansarwar_","उपद्रव और दंगा फैलाएंगे ये, लेकिन सज़ा भुगतेगा 8 साल बच्चा एंव 70 साल का बुजुर्ग मुसलमान...
वाह @yadavtejashwi जी वाह, @NitishKumar जी के साथ गजब की सेक्युलर सरकार चला रहे हैं आप..👏
@JitendraRaiMLA @Akhtaruliman5
#SiwanViolence #Islamophobia https://t.co/R5jrqUb3QP","8 70",,
"tweets_asifjaw49146824","Don't trust these Hindutva thugs they are terrorist their courts are gangs of prostitute, they can sell their will like a prostitute, #GyanvapiMasjid ,#Hindtuva_terrorism, #Islamophobia https://t.co/5r5jrxdzCC","dont trust hindutva thug terrorist court gang prostitute sell like prostitute",,
"tweets_PNRKL","Islamophobia is the cure to Islamophobia

#Islamophobia","islamophobia cure islamophobia",,
"tweets_Amitabhkm","#Islamophobia is the resultant counter defence of Islam!","resultant counter defence islam",,
"tweets_thepakistan2021","Urwa Hocane’s upcoming drama to ‘capture the character of Lady Diana’.

#AsiaCup2022Final #GenBajwa #ShoaibMalik #desilva #HarisRauf #Fakhar #wicket #HaiderAli #Chacha #Rajapaksa #KhushdilShan #Masood #Islamophobia

For More Visit : 
https://t.co/QTMLgaKAtg","urwa hocanes upcoming drama capture character lady diana visit",,
"tweets_RUCSRR","""#Indonesia, where observant #Muslim l#eftists were stamped out by US-backed right-wing Muslim forces, is an object lesson for how we might rethink our fundamental conceptions of #Islamophobia."" https://t.co/kEu3JNBlDB","observant l stamp usbacked rightwing muslim force object lesson might rethink fundamental conception",,
"tweets_akhulislaam","It is not the rejection of any Muslim's plea, actually it is the rejection of Justice which will indeed lead to the way of establishing justice by justice loving revolutionary people specially youth. @asadowaisi #Islamophobia #GyanvapiCase #GyanvapiVerdict #GyanvapiMasjid https://t.co/72ThKsMtrk","not rejection muslim plea actually rejection justice indeed lead way establish justice justice love revolutionary people specially youth",,
"tweets_DevduttMishra7","When you will oppose brutal killing in the name of religion they will build narrative as #Islamophobia","oppose brutal kill name religion build narrative",,
"tweets_hindvi_swaraaj","If you are a non-believer, islam can k!ll you, but if you oppose being killed it is called as #Islamophobia","nonbeliever islam kll oppose kill call",,
"tweets_themirtv","I have never seen such fascism in my life threatening people by calling anonymous numbers”...
 Imran Khan on aaj Kamran Khan k Sath program.
#ImranKhan #imrankhanofficial #imrankhanlive #imrankhanspeech #ptiofficial #pti #pakistantehreekeinsaf #Twitter #ImranKhan #Islamophobia https://t.co/0lQGDDhlAF","never see fascism life threaten people call anonymous number imran khan aaj kamran khan k sath program",,
"tweets_AltafSh37518299","Gyanvapi Masjid judgement will embolden fascist agenda to target minority places of worship. 
#GyanvapiCase #Islamophobia #GyanvapiMasjid #GyanvapiVerdict #Varanasi https://t.co/cyWGg1Ftt2","gyanvapi masjid judgement embolden fascist agenda target minority place worship",,
"tweets_MRN1SA","More Institutionalised #Islamophobia is looming in Europe. 

Hijab ban proposal sparks debate, protests in Denmark https://t.co/m8mS9schtk via @AJEnglish","institutionalised loom europe hijab ban proposal spark debate protest denmark via",,
"tweets_waqarhrizvi","Looking forward to discussing #Islamophobia in #America with Haroon Moghul, live tomorrow on my @BritishMuslimTV show. We'll start off by highlighting @TheISPU's latest 'American #Muslim Poll': https://t.co/ibmCae1oL8

@unitascomms @RDispatches https://t.co/ADPAKU4ibz","look forward discuss haroon moghul live tomorrow show well start highlight late american poll",,
"tweets_FrbddnRac","Alá bendiga a todos.

End #Islamophobia","al bendiga todos end",,
"tweets_Mudasser_Mufti","@UN @hrw @HumanRightsHope @genocide_watch @GenocideReport @FATFNews @FATFWatch @amnesty @amnestyusa @AmnestyUK @amnestypress @amnestyOz @ashoswai @cjwerleman @CJWerlemanShow #Hindutva #HinduExtremists #Islamophobia #FATF @KhaledBeydoun @LadyVelvet_HFQ htt","htt",,
"tweets_simpledisorder","Young? #fbimostwanted #fbicorruption #Islam #Islamophobia #islamophobie #PedoHitlerbiden #PedoPeter #pictures #pictureoftheday #comics #comicstrips #fun #funny #love #happy #Smile #bestoftheday #cool #drawingoftheday #drawings https://t.co/N1JfCPFGa1","young",,
"tweets_Khani2019","@ImranKhanPTI is the only leader in Muslim World who raised his voice on the issue of #Islamophobia in front of the non Muslim world. He is a true Muslim &amp; believer of #Islam.
#سچا_عاشق_رسول_عمران_خان","leader muslim world raise voice issue front non muslim world true muslim believer",,
"tweets_DanielBayoko","Who else would I trust for fixed games if not for you @destinybetpro1. You create Winners on a regular, I appreciate alot. More Grace.
#Nairobi #Kante #Nicki #Episode4 #Leeds #iOS16 #London #Islamophobia #GoHomeMeghanMarkle #FIFA23 #SadiqUmar #SuperEagles #FGAndAsuu #KamalaHarris https://t.co/n36FgmojUw","else would trust fix game not create winner regular appreciate alot grace",,
"tweets_abdulrehmanshah","Failing to plan is planning to fail. 

COAS Gen Bajwa China
#Russia #climateEmergency #Balochistan #Pashtun #Islamophobia Absolutely Right 
Gujrat Saudi Arabia #hiring","fail plan plan fail coas gen bajwa china absolutely right gujrat saudi arabia",,
"tweets_we_r_sunni","They Will Not Share This
Muslims Are Not Terrorist

Islamophobia #Islamophobia https://t.co/SZXQNUBggk","not share muslims not terrorist islamophobia",,
"tweets_Oforbuikem1","For sale! For sale!! For sale!!!

A German Dog with a little evul spirit. It doesn't eat normal meals, just chairs, and other furniture. 
Price: #1,800 (Negotiable)😂😂😂

Reno Alpha Beta Nnamdi Kanu #GoHomeMeghanMarkle #Islamophobia https://t.co/HUGuYmK7hV","sale sale sale german dog little evul spirit doesnt eat normal meal chair furniture price negotiable reno alpha beta nnamdi kanu",,
"tweets_machbeach","Berita 2021 faktanya masih banyak yg berjilbab tuh, kenapa sih bong kepanasan lihat muslimah berjilbab ngaku ya toleransi ..faktanya #Islamophobia https://t.co/KlEe93jyYL","berita 2021 faktanya masih banyak yg berjilbab tuh kenapa sih bong kepanasan lihat muslimah berjilbab ngaku ya toleransi faktanya",,
"tweets_AngryPandit654","#Islamophobia 
Main thookta hun islam pe aur iske 2 kodi ke followers pe bhi","main thookta hun islam pe aur iske 2 kodi ke follower pe bhi",,
"tweets_aimanfatima09","I saw this video on Instagram.
If you can't respect any religion, don't make fun of it. What if we do the same Indians mf will kill our Muslim brothers and rape the children and women just because Muslims raised their voice?
#Islamophobia
#shameonindia https://t.co/k3oZCDC15h","saw video instagram cant respect religion dont make fun indian mf kill muslim brother rape child woman muslim raise voice",,
"tweets_AngryPandit654","Not #Islamophobia but #randirona of pakistan","not pakistan",,
"tweets_Mujahid_khan_8","Such efforts will always apperciated
#Islamophobia https://t.co/eXsf0CSZ0n","effort always apperciated",,
"tweets_Mujahid_khan_8","RIP for Muslim Ummah😢
#Islamophobia https://t.co/48kAjqdpl6","rip muslim ummah",,
"tweets_AbidAsad","@ashoswai I mean Bizzare Churches of #USA who raising funds for terrorist Organization who burned alive Christian Priests along with his Children and vandalized thousands of churches abusing Nobel Laureate Mother Terressa, dismembered statues of Jesus Chr","mean bizzare church raise fund terrorist organization burn alive christian priest along child vandalize thousand church abuse nobel laureate mother terressa dismember statue jesus chr",,
"tweets_AIdreessy","@Geronimuslll Les idées de l'extrême droite se sont généralisé dans l'ensemble de l'échiquier politique. Avec cette généralisation d'une part et la guerre entre la #Russie et le #NATO en #Ukraine d'autre part, les perspectives d'avenir sont un peu","le ides de lextrme droite se sont gnralis dans lensemble de lchiquier politique avec cette gnralisation dune part et la guerre entre la et le en dautre part les perspectives davenir sont un peu",,
"tweets_AbidAsad","I mean Bizzare Churches of #USA who raising funds for terrorist Organization who burned alive Christian Priests along with his Children and vandalized thousands of churches abusing Nobel Laureate Mother Terressa, dismembered statues of Jesus Christ. Result of #Islamophobia    USA https://t.co/bdi2zrpJSR","mean bizzare church raise fund terrorist organization burn alive christian priest along child vandalize thousand church abuse nobel laureate mother terressa dismember statue jesus christ result usa",,
"tweets_yash71912071","Future????
#Islamophobia https://t.co/4KDiaQ2T10","future",,
"tweets_SenatorSalma","The #RIDR #Islamophobia study has just begun and already it is clear that there is much work to do. Powerful testimonies have highlighted the trauma that many Canadian Muslims experience in Canada and the lack of available resources. 

#SenCa

https://t.co/94WSCe5qk3","study begin already clear much work powerful testimony highlight trauma many canadian muslim experience canada lack available resource",,
"tweets_GujjuSoul","Dear fellow Hindus, we need not to owe apologies to any religion for our existence or claim on the land of Bharat!
They have already snatched away lots of land because of religious ideology of encroachment. We can't give up anymore...

#Islamophobia #ItIsNotJustAPhobia","dear fellow hindu need not owe apology religion existence claim land bharat already snatch away lots land religious ideology encroachment cant give anymore",,
"tweets_GujjuSoul","Muslims had and will have all the rights to ask for separate pure Islamic state but Hindu can't have claim on the land where whole cultural existence emerged and flourished, just because may the Muslims not get offended.

#Islamophobia #ItIsNotJustPhobia","muslim right ask separate pure islamic state hindu cant claim land whole cultural existence emerge flourish may muslims not get offended",,
"tweets_GujjuSoul","Hindus have been struggling for decades to get back what were ruined by Mughals, still, RSS comprising of Hindu common men have to face imputation of conspiracy for Hindu nation from Muslim leaders pretending to be oppressed!
#Islamophobia #ItIsNotJustAPhobia","hindu struggle decade get back ruin mughals still rss comprise hindu common men face imputation conspiracy hindu nation muslim leader pretend oppress",,
"tweets_GujjuSoul","Today, India have 35 crores+ Muslims including illegal intruders!
Why do such influx of Muslims in India persistent when it has been being alleged that they are being oppressed?

#Islamophobia #ItIsNotJustAPhobia","today india 35 crore muslim include illegal intruder influx muslim india persistent alleged oppress",,
"tweets_GujjuSoul","Since 75 years #Kashmir Muslims always harboured terrorists from Pakistan to repulse Hindus from there but scenario always been created like Muslims have been being preyed due to their religious identity!

#Islamophobia #ItIsNotJustAPhobia","since 75 year muslims always harbour terrorist pakistan repulse hindu scenario always create like muslim prey due religious identity",,
"tweets_GujjuSoul","If people have become unapologetic to acknowledge all form of terrorism and its malafide intentions, is it worth calling Islamophobia?

It seems Muslims always purportedly try to give cover fire to terrorism by playing victim card!

#Islamophobia #ItIsNotJustAPhobia","people become unapologetic acknowledge form terrorism malafide intention worth call islamophobia seem muslim always purportedly try give cover fire terrorism play victim card",,
"tweets_Hemchandra4","@JaydeenSona @h_ahmed5 @kunalkamra3bhk @peru_istam @LadyVelvet_HFQ @mic Everywhere they are fighting with others. Who?
if they could not find others they are fighting and killing each other. Who?
Everywhere they are there is unrest turmoil violence.Who ar","everywhere fight others could not find others fight kill everywhere unrest turmoil violencewho ar",,
"tweets_AjiriPO","It is Muslims killing Muslims in a disguised form of jihad called terrorism, sponsored by Muslims, aided by Muslim countries, Muslim leaders and scholars. Yet, these same Muslims blame the rest of the world but themselves for the problems they created for everyone #Islamophobia","muslim kill muslim disguise form jihad call terrorism sponsor muslim aid muslim country muslim leader scholar yet muslims blame rest world problem create everyone",,
"tweets_KamranAws","BJP goons are threatening of genocide to Muslims in front of mosqe. @aajtak @ZeeNews @News18India @abplive Why your mouths are shut now?
While foreign media is covering this.
#Islamophobia @voaurdu @khaleejtimes @nytimes @ndtv https://t.co/KVtjVJ5LDj","bjp goon threaten genocide muslim front mosqe mouth shut foreign medium cover",,
"tweets_Ibrahim757222","Gyanvapi Masjid judgement will embolden fascist agenda to target minority places of worship. 
#GyanvapiCase #Islamophobia #GyanvapiMasjid #GyanvapiVerdict #Varanasi https://t.co/Y567eCNofU","gyanvapi masjid judgement embolden fascist agenda target minority place worship",,
"tweets_anews","""We will wash this land with blood.""

#Hindu extremists demonstrated in front of a mosque in #India's southern #Karnataka, singing genocide-themed songs against #Muslims.

#islamophobia #muslim #muslimworld #islam #anews https://t.co/7qWRnNZ0wW","wash land blood extremist demonstrate front mosque southern singing genocidethemed song",,
"tweets_1yeyeboi","I don use my SENSE tire e no work, Abeg who go use Me🙏

#9ice #Islamophobia #bigwiz","use sense tire e work abeg go use",,
"tweets_supercomediantv","Pastor preaching. Repent. Ashew*
Watch what he had to say.
Follow us for videos like this.

Click here to visit our website
https://t.co/OZf44odOig

#KamalaHarris
#Bitcoin #Islamophobia #loft #repent #preach #pastor #Ashawo #PeterObiForPresident #WhatsApp https://t.co/JDn0j5jUKo","pastor preach repent ashew watch say follow u videos like click visit website",,
"tweets_HarisAl26026580","imran khan is a true leader.....
my favorite......
#Islamophobia","imran khan true leader favorite",,
"tweets_MrGaya23","@inecnigeria it's Re-Affirmations That in 2023 election There is no more inconclusive , No more Election Rig in Nigeria, We Hope it's Clearly?

#Chelsealiverpool #Islamophobia #Sadiqumar https://t.co/mSkVUrkfPO","reaffirmation 2023 election inconclusive election rig nigeria hope clearly",,
"tweets_rizwan_mahsud","For all those who are Speaking against Khan, here is the answer to all of you, Just watch the video and use burnol aftet that. The GOAT. Imran Ahmad Khan Niazi.
@ImranKhanPTI 

 #توہین_رسالت_کا_مجرم_عمران 
#بکری_بن_گیا_نیازی 
#Islamophobia 
#سچا_عاشق_رسول_عمران_خان https://t.co/NEQvFY0CZF","speak khan answer watch video use burnol aftet goat imran ahmad khan niazi",,
"tweets_prime9ja","HAPPENING NOW: Peter Obi supporters shut down the Abiriba community in Ohafia LGA of Abia State. This is the first community-based rally for Peter Obi happening on a Monday.

________
South East Nnamdi Kanu Bokoharam #Islamophobia Atiku and Tinubu Calabar
https://t.co/WR9GYUvWYF","happen peter obi supporter shut abiriba community ohafia lga abia state first communitybased rally peter obi happen monday south east nnamdi kanu bokoharam atiku tinubu calabar",,
"tweets_meem_magazine","“A woman approached me and I was wearing a #hijab. She harassed me and insulted me and then spat on me.” An Austrian Muslim woman of Tunisian origins tells how she was attacked in broad daylight in the capital Vienna and told to “Go back to Turkey”.
#Islamophobia
#Racism https://t.co/wwPO7oZi8d","woman approach wear harass insulted spat austrian muslim woman tunisian origins tell attack broad daylight capital vienna tell go back turkey",,
"tweets_sappubindaas","Gyanvapi Masjid judgement will embolden fascist agenda to target minority places of worship
#GyanvapiCase #Islamophobia #GyanvapiMasjid #GyanvapiVerdict #Varanasi #PopularFrontofIndia https://t.co/ofG7AOZWL2","gyanvapi masjid judgement embolden fascist agenda target minority place worship",,
"tweets_socialgreek1","#Germany : Police fatally wounded an I$lam!st T€rror!st after he randomly #stabbed two people while shouting “Ola-hu-Uber"" in Ansbach.

#Ansbach #Europe #Islamophobia https://t.co/QxQi4b2nlY","police fatally wound ilamst trrorst randomly two people shout olahuuber ansbach",,
"tweets_Syedxoxo","He @ImranKhanPTI the only hope to combat #Islamophobia https://t.co/Z6PB4R1ZZF","hope combat",,
"tweets_Srikarch11","#Islamophobia #HindusUnderAttack #Sartansejuda 
Be friends or be kidnapped: Muslim goons' threat to Hindu girls at Ranchi school

https://t.co/an90GxwQf3
Source : ""India Today"" via Dailyhunt","friend kidnap muslim goon threat hindu girl ranchi school source india today via dailyhunt",,
"tweets_MuslimDiasporas","“British Muslims’ citizenship reduced to ‘second-class’ status, says thinktank: Recently extended powers to strip people of their nationality almost exclusively targets Muslims, report says” - #Islamophobia #UK #NationalityAndBordersAct  https://t.co/aUgEVHXfBb","british muslim citizenship reduce secondclass status say thinktank recently extend power strip people nationality almost exclusively target muslims report say",,
"tweets_AleemIlahi","Gyanvapi Masjid judgement will embolden fascist agenda to target minority places of worship. 
#GyanvapiCase #Islamophobia #GyanvapiMasjid #GyanvapiVerdict #Varanasi https://t.co/6AcFnuam3M","gyanvapi masjid judgement embolden fascist agenda target minority place worship",,
"tweets_KanaSheik","“We will wash this land with blood.” 

Songs threatening genocide against Muslims were blasted at a Hindu ceremony in front of a mosque in India’s southern Karnataka state 

#Islamophobia 
https://t.co/3cUBpfqw3q","wash land blood song threaten genocide muslim blast hindu ceremony front mosque indias southern karnataka state",,
"tweets_kingfckingjun","@Stethandspark @UN @ImranKhanPTI @InsafPK There will be no #Islamophobia if all #muslims gets converted to other #religion. And there will also be #peace in the #world.","get convert also",,
"tweets_RazaKhan_68","That's why I love him, the way he fights for his religion to prove that we are not terrorists but peaceful people 🤍
#سچا_عاشق_رسول_عمران_خان #Islamophobia https://t.co/P5cFMTMWwk","thats love way fight religion prove not terrorist peaceful people",,
