videoID,textDisplay,textOriginal,authorDisplayName,authorChannelId,publishedAt,preprocessed_text,category,sub-category,comments
fu2YOJ-wdx0,our nation hero is Rahul,our nation hero is Rahul,rahul is our next PM🇮🇳,UC5IgmesKuzmqX_1o3Y5Mhaw,2022-09-07T16:06:16Z,our nation hero is rahul ,POSITIVE,,
xLXE31T3OSs,Even though Rahul Gandhi cannot make a change in Kerala it still is frightening factor for CPM. As for growth of UDF in Kerala it is done with the help of CPM again.,Even though Rahul Gandhi cannot make a change in Kerala it still is frightening factor for CPM. As for growth of UDF in Kerala it is done with the help of CPM again.,rocky,UC5QcPAvEZ2OLQJ8vwqbqd9A,2022-09-14T11:35:26Z,even though rahul gandhi cannot make change in kerala it still is frightening factor for cpm a for growth of udf in kerala it is done with the help of cpm again ,NEGATIVE,CRITICISM,
xLXE31T3OSs,Wish you all the best for your journey. We are all with you. Jai congress.,Wish you all the best for your journey. We are all with you. Jai congress.,Arimboor House,UCr3o5k1xwrtNeaBMMZjwrUw,2022-09-14T08:50:57Z,wish you all the best for your journey we are all with you jai congress ,POSITIVE,,
xLXE31T3OSs,All the best,All the best,Chandra Sekharan M,UC_3F8BGyoUzHb3bHHDbogog,2022-09-14T09:46:04Z,all the best ,POSITIVE,,
xLXE31T3OSs,Rg,Rg,George Mathew,UCyI5DupNhqIxTasgTM-Opbw,2022-09-14T06:09:51Z,rg ,POSITIVE,,
tN7xfudQfGE,Mr <br>Rahulgee  we  are  together  with  you.,"Mr 
Rahulgee  we  are  together  with  you.",Shajahan M,UCjjjtn70ncCT3a6tFtE8MMQ,2022-09-13T04:55:45Z,mr rahulgee we are together with you ,POSITIVE,,
tN7xfudQfGE,I wish to god Rahul ji for good political government next year 2024 your  dreams  come true we are proud to be Indian to spread all over the world  to unit the people for national unity of India   to reach your goal god give all good healthy for long living life Rahul ji to success the bharat jodo yatra successful  Jai hind my son Ethan Joel and my mom santha devaraj  all the best for your journey Rahul ji 👍👍👍👍👍,I wish to god Rahul ji for good political government next year 2024 your  dreams  come true we are proud to be Indian to spread all over the world  to unit the people for national unity of India   to reach your goal god give all good healthy for long living life Rahul ji to success the bharat jodo yatra successful  Jai hind my son Ethan Joel and my mom santha devaraj  all the best for your journey Rahul ji 👍👍👍👍👍,Dolly Mary,UCp-g2b7IJ1xR9ss9VZDfHqQ,2022-09-13T06:11:13Z,wish to god rahul ji for good political government next year 2024 your dream come true we are proud to be indian to spread all over the world to unit the people for national unity of india to reach your goal god give all good healthy for long living life rahul ji to success the bharat jodo yatra successful jai hind my son ethan joel and my mom santha devaraj all the best for your journey rahul ji ,POSITIVE,,
tN7xfudQfGE,<b>But clearly proves BHARATH JODO is</b> <b>disturbing some team&#39;s.</b>,*But clearly proves BHARATH JODO is* *disturbing some team's.*,sucker SAVARKKER,UClIy7q6sL8v_ShLNEoBps2Q,2022-09-13T06:08:17Z,but clearly prof bharath jodo is disturbing some team ,NEGATIVE,CRITICISM,
tN7xfudQfGE,Rahul Gandhi&#39;s fitness is excellent...,Rahul Gandhi's fitness is excellent...,Binny Mathew,UCmWfqAoMb0JvgeYxMiAcgeA,2022-09-13T04:45:41Z,rahul gandhi fitness is excellent ,POSITIVE,,
tN7xfudQfGE,Rahul gandhi is the honest and educated leader ......we all should support a leader who is educated and honest ........,Rahul gandhi is the honest and educated leader ......we all should support a leader who is educated and honest ........,Ravi Kumar,UCpSs_eyf7wuMRMu43TxcFKw,2022-09-13T09:04:42Z,rahul gandhi is the honest and educated leader we all should support leader who is educated and honest ,POSITIVE,,
tN7xfudQfGE,salute to you Rahul,salute to you Rahul,Seema Mehta,UCw9UeqAEaQOqaZ1w5sZqLpA,2022-09-13T04:40:46Z,salute to you rahul ,POSITIVE,,
tN7xfudQfGE,very cool and dedicated Rhaul ji 🙏,very cool and dedicated Rhaul ji 🙏,Sreekumar Velupillai,UCXzCJyypmPiJ-FWfidIXXtw,2022-09-13T08:24:12Z,very cool and dedicated rhaul ji ,POSITIVE,,
tN7xfudQfGE,Welcome   Rahul   Gandhi  sir. All  the  best  for  your  yatra.  God  bless  you,Welcome   Rahul   Gandhi  sir. All  the  best  for  your  yatra.  God  bless  you,john edward,UCwqdlCVyZcDsHqmlC8Xqg-g,2022-09-13T11:41:43Z,welcome rahul gandhi sir all the best for your yatra god bless you ,POSITIVE,,
tN7xfudQfGE,Raulji Big salout sir,Raulji Big salout sir,Mohammed Haneef,UCL1yFT5RTMa5b-YaSJqUqyA,2022-09-13T04:58:50Z,raulji big salout sir ,POSITIVE,,
tN7xfudQfGE,RaGa Rocks,RaGa Rocks,x2,UChOJSElKsyPRfMIYIBQUU5Q,2022-09-13T04:36:14Z,raga rock ,POSITIVE,,
tN7xfudQfGE,BJP MUKTH BHARATH,BJP MUKTH BHARATH,PfNagraj,UCc9xirBSTMrRJXBE8e_L2tQ,2022-09-13T06:27:04Z,bjp mukth bharath ,NEGATIVE,CRITICISM,
tN7xfudQfGE,"Bumped body,empty skull 😭,the group by his side are biggest corrupts,,,pl ask PC,ak Antony,digh Vijay Singh,to join and complete it with you","Bumped body,empty skull 😭,the group by his side are biggest corrupts,,,pl ask PC,ak Antony,digh Vijay Singh,to join and complete it with you",packirisamy nagarajan,UCi4Gkdk4ImgjUaAdEII33Fw,2022-09-13T11:11:07Z,bumped body empty skull the group by his side are biggest corrupts pl ask pc ak antony digh vijay singh to join and complete it with you ,NEGATIVE,CRITICISM,
tN7xfudQfGE,Mr,Mr,Shajahan M,UCjjjtn70ncCT3a6tFtE8MMQ,2022-09-13T04:51:30Z,mr ,NEUTRAL,,
r3eySbg_ig4,RAHUL GANDHI  VERY GOOD,RAHUL GANDHI  VERY GOOD,Manu puthiyarakkal,UCx6odP1RE0rEfWqjpRafCvA,2022-09-14T04:22:55Z,rahul gandhi very good ,POSITIVE,,
r3eySbg_ig4,Good reporting ..,Good reporting ..,Mathew Thomas,UCScqQ6nXDx1O3Okj--EgH5g,2022-09-14T03:01:31Z,good reporting ,POSITIVE,,
r3eySbg_ig4,All the best🙏,All the best🙏,Viswanathan master,UCXVt4qZoT2dFrG1M3iYbkJQ,2022-09-14T03:38:46Z,all the best ,POSITIVE,,
r3eySbg_ig4,Pappus comedy shows ongoing,Pappus comedy shows ongoing,s s,UC1kqZDif-qchDbHqGUbUvXg,2022-09-14T03:02:11Z,pappus comedy show ongoing ,NEGATIVE,CRITICISM,
S6ZEx9CaG5U,It’s a difficult Yatra because of security concerns Rahul Gandhi is brave and ground leader who can’t discriminate… Support Rahul Gandhi ……..🙏🏻,It’s a difficult Yatra because of security concerns Rahul Gandhi is brave and ground leader who can’t discriminate… Support Rahul Gandhi ……..🙏🏻,Prabhanshu singh,UCUmWiinc6iSGoixdi1FjnAQ,2022-09-10T19:20:00Z,it difficult yatra because of security concern rahul gandhi is brave and ground leader who can discriminate support rahul gandhi ,POSITIVE,,
S6ZEx9CaG5U,This Yatra is a turning point of Rahul Gandhi&#39;s career. <br><br>He has been consistently made fun of but even government is terrified of this Yatra because the public is fed up of this hate cycle. <br><br>Let&#39;s hope the tadipaar don&#39;t do something horrible to Mr Gandhi. <br><br>Not a fan of congress but my best wishes to Raga against the illiterate criminals of BJP.,"This Yatra is a turning point of Rahul Gandhi's career. 

He has been consistently made fun of but even government is terrified of this Yatra because the public is fed up of this hate cycle. 

Let's hope the tadipaar don't do something horrible to Mr Gandhi. 

Not a fan of congress but my best wishes to Raga against the illiterate criminals of BJP.",Amir Nasir,UC0zaBEQmZgIhTvEwbUJcuMQ,2022-09-10T20:44:36Z,this yatra is turning point of rahul gandhi career he ha been consistently made fun of but even government is terrified of this yatra because the public is fed up of this hate cycle let hope the tadipaar don do something horrible to mr gandhi not fan of congress but my best wish to raga against the illiterate criminal of bjp ,POSITIVE,,
S6ZEx9CaG5U,I like that Congress has started a moment after very long time❤,I like that Congress has started a moment after very long time❤,Vivek Kumar,UCoZ07nuAHYXqdCZO3mfUXDA,2022-09-10T20:17:29Z,like that congress ha started moment after very long time ,POSITIVE,,
S6ZEx9CaG5U,Rahul is not stupid or dumb.. just india is not ready for this type of politics.. where we talk about progress job and science 👏,Rahul is not stupid or dumb.. just india is not ready for this type of politics.. where we talk about progress job and science 👏,Vikas Pal,UCyVfjwwXZZiCY7MCoCG_7Fg,2022-09-11T04:48:20Z,rahul is not stupid or dumb just india is not ready for this type of politics where we talk about progress job and science ,POSITIVE,,
S6ZEx9CaG5U,THE RESULT MAY BE ANYTHING BUT ITS NECESSARY TO SHOW THE IMPORTANCE OF OPPOSITION AND PUDYATTERA WILL SUCCESSFULLY TAKE ADVANTAGE,THE RESULT MAY BE ANYTHING BUT ITS NECESSARY TO SHOW THE IMPORTANCE OF OPPOSITION AND PUDYATTERA WILL SUCCESSFULLY TAKE ADVANTAGE,Riyaz Patel,UCUsr7JLqJzWGg8hftBaoCpg,2022-09-10T19:35:38Z,the result may be anything but it necessary to show the importance of opposition and pudyattera will successfully take advantage ,POSITIVE,,
S6ZEx9CaG5U,"Congress Congress congress, lots of love and respect for Rahul Gandhi.","Congress Congress congress, lots of love and respect for Rahul Gandhi.",Amit Kumar,UCKikMR6SyYupEelrYDKf1EQ,2022-09-11T00:47:53Z,congress congress congress lot of love and respect for rahul gandhi ,POSITIVE,,
S6ZEx9CaG5U,"A great deed by Rahul Gandhi ji. He is trying create awareness among the people of India that the country&#39;s democratic fabric is being destroyed by BJP by suppressing the people&#39;s voice with the help of police, ED, IT and even judiciary. People are responding positively to Rahul&#39;s yatra. All the best sir","A great deed by Rahul Gandhi ji. He is trying create awareness among the people of India that the country's democratic fabric is being destroyed by BJP by suppressing the people's voice with the help of police, ED, IT and even judiciary. People are responding positively to Rahul's yatra. All the best sir",Vijaya Kumar M,UCUyYAH54al1wSr3Yf5fFN3Q,2022-09-11T11:56:04Z,great deed by rahul gandhi ji he is trying create awareness among the people of india that the country democratic fabric is being destroyed by bjp by suppressing the people voice with the help of police ed it and even judiciary people are responding positively to rahul yatra all the best sir ,POSITIVE,,
S6ZEx9CaG5U,During 80s there was no television media or social media..Tbh nowadays most of the impact comes to politics by social media handling and data..in which bjp was  master ...no matter by fake news or real news..they always make their supporters connected.,During 80s there was no television media or social media..Tbh nowadays most of the impact comes to politics by social media handling and data..in which bjp was  master ...no matter by fake news or real news..they always make their supporters connected.,Anupam chakraborty,UCzy4R_8gDh8ca7sqpVM1Wqg,2022-09-11T02:07:04Z,during 80 there wa no television medium or social medium tbh nowadays most of the impact come to politics by social medium handling and data in which bjp wa master no matter by fake news or real news they always make their supporter connected ,NEGATIVE,CRITICISM,
S6ZEx9CaG5U,from 2014 to till and for future i am with Rahul Gandhiji 🥰🥰,from 2014 to till and for future i am with Rahul Gandhiji 🥰🥰,Saurabh Chavan,UCUEYY0XlvE9-OfSXzrsc30g,2022-09-11T05:45:28Z,from 2014 to till and for future am with rahul gandhiji ,POSITIVE,,
S6ZEx9CaG5U,"It’s good to see Ms Seema n S/ Rahul .. … pointing out mistakes. Good to see the cynical smile on Saurabh’s face. For Congress it’s good for two reasons - A : not taking them seriously is an advantage B : learning from mistakes <br>1942 Quit India resulted in Freedom ( Chhoro); <br>1990 Rath yatra resulted in Demolition n Danga ( Todo) <br>2022 Bharat Jodo seeking to unite India 🇮🇳. <br>Despite fingers pointing at T-Shirts, Containers, Church .. undercurrents are so far good. <br>Anyway, were there many options? Parliament, TV, newspapers weren’t giving space for ‘em. Admittedly not a great orator, but honest, courageous, speaks English ; giving him a thumbs up. Wish you guys also point out some plus points, not all discouraging like Smita n Rahul. How can we forget you’re a JNUite?","It’s good to see Ms Seema n S/ Rahul .. … pointing out mistakes. Good to see the cynical smile on Saurabh’s face. For Congress it’s good for two reasons - A : not taking them seriously is an advantage B : learning from mistakes 
1942 Quit India resulted in Freedom ( Chhoro); 
1990 Rath yatra resulted in Demolition n Danga ( Todo) 
2022 Bharat Jodo seeking to unite India 🇮🇳. 
Despite fingers pointing at T-Shirts, Containers, Church .. undercurrents are so far good. 
Anyway, were there many options? Parliament, TV, newspapers weren’t giving space for ‘em. Admittedly not a great orator, but honest, courageous, speaks English ; giving him a thumbs up. Wish you guys also point out some plus points, not all discouraging like Smita n Rahul. How can we forget you’re a JNUite?",Prabir Chakraborty,UCfJH6rDI0jCM4GDrmrPchJQ,2022-09-11T07:50:23Z,it good to see m seema rahul pointing out mistake good to see the cynical smile on saurabh face for congress it good for two reason not taking them seriously is an advantage learning from mistake 1942 quit india resulted in freedom chhoro 1990 rath yatra resulted in demolition danga todo 2022 bharat jodo seeking to unite india despite finger pointing at shirt container church undercurrent are so far good anyway were there many option parliament tv newspaper weren giving space for em admittedly not great orator but honest courageous speaks english giving him thumb up wish you guy also point out some plus point not all discouraging like smita rahul how can we forget you re jnuite ,NEUTRAL,,
S6ZEx9CaG5U,"Rahul Gandhi is a true leader of India and he always speaks the truth and speaks from the heart, not like any other leader, does politicians of lies and deception. Next PM rahul Gandhi.","Rahul Gandhi is a true leader of India and he always speaks the truth and speaks from the heart, not like any other leader, does politicians of lies and deception. Next PM rahul Gandhi.",Santosh Kumar,UCAoMDjOPmBa_6hzFtewyHTQ,2022-09-10T22:48:23Z,rahul gandhi is true leader of india and he always speaks the truth and speaks from the heart not like any other leader doe politician of lie and deception next pm rahul gandhi ,POSITIVE,,
S6ZEx9CaG5U,I m with  congress <br>The nation need a strong opposition,"I m with  congress 
The nation need a strong opposition",Prit Happy,UCrlNfjKjPgrytrCpoUaaCMA,2022-09-11T08:16:29Z,with congress the nation need strong opposition ,POSITIVE,,
S6ZEx9CaG5U,We must appreciate the effort of Rahul Gandhi👏👏👏,We must appreciate the effort of Rahul Gandhi👏👏👏,suresh singh,UChZNti4nqnBnVKfqag_ZVtw,2022-09-11T06:03:28Z,we must appreciate the effort of rahul gandhi ,POSITIVE,,
S6ZEx9CaG5U,"Rahul Gandhi should walk along with people to make padayatra a reality and the aim should be to throw out <a href=""http://bjp.so/"">BJP.So</a> he should represent people as a whole and not just his Congress party and particularly for gaining power for him or his party",Rahul Gandhi should walk along with people to make padayatra a reality and the aim should be to throw out BJP.So he should represent people as a whole and not just his Congress party and particularly for gaining power for him or his party,free fire video Hashim,UCtY5g6N8Z4jNsdWOzQBMh9A,2022-09-11T05:43:25Z,rahul gandhi should walk along with people to make padayatra reality and the aim should be to throw out bjp so he should represent people a whole and not just his congress party and particularly for gaining power for him or his party ,NEUTRAL,,DOUBT
S6ZEx9CaG5U,"The Jatra remembers freedom, democracy&amp;changing of our mind for our country","The Jatra remembers freedom, democracy&changing of our mind for our country",L T Singh,UCOYWC0WskMlSvQOtfL6SKiQ,2022-09-11T09:05:15Z,the jatra remembers freedom democracy changing of our mind for our country ,NEGATIVE,CRITICISM,
S6ZEx9CaG5U,Am sure we r witnessing a turning point in our politics. The opposition r doing something concrete at last. Love u Rahul.,Am sure we r witnessing a turning point in our politics. The opposition r doing something concrete at last. Love u Rahul.,Anil Kumar Bhatia,UC0L7uek7rcMIXEhZSfq07aw,2022-09-11T04:57:17Z,am sure we witnessing turning point in our politics the opposition doing something concrete at last love rahul ,POSITIVE,,
S6ZEx9CaG5U,"Yatras have so much force and energy in them that even Mahatma Gandhi judiciously made use of them during his independence struggle and came out successful in uprooting the well grounded tentacles of British rule from India. The Britishers were so much in awe and fear of Gandhi&#39;s yatras that they never hesitated in arresting him and putting him behind bars. We have the resounding examples of Gandhi&#39;s &quot;dandi march&quot; and &quot;non-cooperation movement&quot; when Gandhi had contemplated so many yatras. Similarly in independent India&#39;s history we have the rare instances when we saw Lal Krishna Advaniji going on his famous rath yatras whereby he had succeeded in taking up the BJP&#39;s Lok Sabha seat tally from 2 to 83 and that instance had become a rallying point for the saffron party whereby it further improved it&#39;s prospects and established itself as a major national party for all times to come and holds on to that position right upto this day. <br>Rahul Gandhi has also now dawned the mantle of the charismatic Gandhi in choosing to go on this &quot;bharat jodo yatra&quot;. It is no ordinary feat and the BJP cannot take this yatra lightly or casually so as to ignore the impacts that this yatra is going to make on the mind and psyche of a brooding nation. For the first time in his political career has Rahul Gandhi undertaken a gargantuan and mammoth task of uprooting the might of Modi and if the charismatic senior Gandhi could succeed then in toppling the might of the British rule it would be no surprise to see Rahul Gandhi also similarly succeed in pushing the BJP to the brink of disaster and destruction through this &quot;bharat jodo yatra&quot;. We wish him every success in this endeavour that is an opportunity of a lifetime that he has got, to do the unthinkable and prove once again the famous saying which goes on to say that &quot;history repeats itself&quot;. Satyamev.","Yatras have so much force and energy in them that even Mahatma Gandhi judiciously made use of them during his independence struggle and came out successful in uprooting the well grounded tentacles of British rule from India. The Britishers were so much in awe and fear of Gandhi's yatras that they never hesitated in arresting him and putting him behind bars. We have the resounding examples of Gandhi's ""dandi march"" and ""non-cooperation movement"" when Gandhi had contemplated so many yatras. Similarly in independent India's history we have the rare instances when we saw Lal Krishna Advaniji going on his famous rath yatras whereby he had succeeded in taking up the BJP's Lok Sabha seat tally from 2 to 83 and that instance had become a rallying point for the saffron party whereby it further improved it's prospects and established itself as a major national party for all times to come and holds on to that position right upto this day. 
Rahul Gandhi has also now dawned the mantle of the charismatic Gandhi in choosing to go on this ""bharat jodo yatra"". It is no ordinary feat and the BJP cannot take this yatra lightly or casually so as to ignore the impacts that this yatra is going to make on the mind and psyche of a brooding nation. For the first time in his political career has Rahul Gandhi undertaken a gargantuan and mammoth task of uprooting the might of Modi and if the charismatic senior Gandhi could succeed then in toppling the might of the British rule it would be no surprise to see Rahul Gandhi also similarly succeed in pushing the BJP to the brink of disaster and destruction through this ""bharat jodo yatra"". We wish him every success in this endeavour that is an opportunity of a lifetime that he has got, to do the unthinkable and prove once again the famous saying which goes on to say that ""history repeats itself"". Satyamev.",Md Israil,UCZFU-ZVPPYNpYgnLvZ0rcoQ,2022-09-11T03:53:21Z,yatras have so much force and energy in them that even mahatma gandhi judiciously made use of them during his independence struggle and came out successful in uprooting the well grounded tentacle of british rule from india the britisher were so much in awe and fear of gandhi yatras that they never hesitated in arresting him and putting him behind bar we have the resounding example of gandhi dandi march and non cooperation movement when gandhi had contemplated so many yatras similarly in independent india history we have the rare instance when we saw lal krishna advaniji going on his famous rath yatras whereby he had succeeded in taking up the bjp lok sabha seat tally from to 83 and that instance had become rallying point for the saffron party whereby it further improved it prospect and established itself a major national party for all time to come and hold on to that position right upto this day rahul gandhi ha also now dawned the mantle of the charismatic gandhi in choosing to go on this bharat jodo yatra it is no ordinary feat and the bjp cannot take this yatra lightly or casually so a to ignore the impact that this yatra is going to make on the mind and psyche of brooding nation for the first time in his political career ha rahul gandhi undertaken gargantuan and mammoth task of uprooting the might of modi and if the charismatic senior gandhi could succeed then in toppling the might of the british rule it would be no surprise to see rahul gandhi also similarly succeed in pushing the bjp to the brink of disaster and destruction through this bharat jodo yatra we wish him every success in this endeavour that is an opportunity of lifetime that he ha got to do the unthinkable and prove once again the famous saying which go on to say that history repeat itself satyamev ,POSITIVE,,
S6ZEx9CaG5U,positive step by congress..agar media 10% bhi positive reporting kare to hit hai..modi ki jumle aur teleprinter bhasan se bahut accha hai ye,positive step by congress..agar media 10% bhi positive reporting kare to hit hai..modi ki jumle aur teleprinter bhasan se bahut accha hai ye,Anil Kumar,UCKIfoY5NCgwcAHiVSjKDtpA,2022-09-11T00:04:42Z,positive step by congress agar medium 10 bhi positive reporting kare to hit hai modi ki jumle aur teleprinter bhasan se bahut accha hai ye ,NEGATIVE,CRITICISM,
S6ZEx9CaG5U,Rahul Gandhi is definitely the future of India!  This clip reminded me of our freedom fighters who fought for our independence.  Narendra Modi has not even given us a press conference in the past 8 years or even done anything close to what Rahul Gandhi has done today! RG 😍🔥🇮🇳😍,Rahul Gandhi is definitely the future of India!  This clip reminded me of our freedom fighters who fought for our independence.  Narendra Modi has not even given us a press conference in the past 8 years or even done anything close to what Rahul Gandhi has done today! RG 😍🔥🇮🇳😍,ANSAR. KP Ansar,UC-ag7lYjiOOJpvlbhPwMANg,2022-09-12T12:48:00Z,rahul gandhi is definitely the future of india this clip reminded me of our freedom fighter who fought for our independence narendra modi ha not even given u press conference in the past year or even done anything close to what rahul gandhi ha done today rg ,POSITIVE,,
S6ZEx9CaG5U,Every one find it difficult to cop with Rahul&#39;s speed. A great passionate leader.<br>Huge respect in Indian minds. No one has such a huge mass suppirt in India India flows with Rahul. Time has come for the finals.. 👍👍👍Great people participation. Save Nation rally 👍👍👍Counting the Cause of saving the Nation. What is spending is nothing.. 🙏🙏🙏👍,"Every one find it difficult to cop with Rahul's speed. A great passionate leader.
Huge respect in Indian minds. No one has such a huge mass suppirt in India India flows with Rahul. Time has come for the finals.. 👍👍👍Great people participation. Save Nation rally 👍👍👍Counting the Cause of saving the Nation. What is spending is nothing.. 🙏🙏🙏👍",Thambi nelloore,UCbxz5K3SnNIkiLcnvK-xXoQ,2022-09-11T12:15:23Z,every one find it difficult to cop with rahul speed great passionate leader huge respect in indian mind no one ha such huge mass suppirt in india india flow with rahul time ha come for the final great people participation save nation rally counting the cause of saving the nation what is spending is nothing ,NEUTRAL,,
S6ZEx9CaG5U,I will support Rahul Gandhi he is not that guy which we are seen he is truly a Good leader. Although i am not a hardcore Congress supporter,I will support Rahul Gandhi he is not that guy which we are seen he is truly a Good leader. Although i am not a hardcore Congress supporter,The Comparison,UCQTH8VODejOCxsN0w35Er8g,2022-09-11T04:09:35Z,will support rahul gandhi he is not that guy which we are seen he is truly good leader although am not hardcore congress supporter ,POSITIVE,,
S6ZEx9CaG5U,"Thanks , Lallantop for giving some regards for Opposition 🙏🙏🙏<br>Hope you will continue to give some regards till 2024 🙏","Thanks , Lallantop for giving some regards for Opposition 🙏🙏🙏
Hope you will continue to give some regards till 2024 🙏",Anand Mayekar,UCiNiMNR28v88NliL8Kh6fEg,2022-09-11T00:25:14Z,thanks lallantop for giving some regard for opposition hope you will continue to give some regard till 2024 ,POSITIVE,,
S6ZEx9CaG5U,This Yatra will energize congress and will bring them back to power. Rahul Gandhi is a genuine leader,This Yatra will energize congress and will bring them back to power. Rahul Gandhi is a genuine leader,Srikanth Reddy,UCdgHBNiUl-mNA53P6Co52Lw,2022-09-11T06:12:55Z,this yatra will energize congress and will bring them back to power rahul gandhi is genuine leader ,POSITIVE,,
S6ZEx9CaG5U,"Sairabh states that he was born in 1983. But he instantly cites Devilals yatra, seats of Telgu Desam. Amezing study and memory. A different kind of journalist.","Sairabh states that he was born in 1983. But he instantly cites Devilals yatra, seats of Telgu Desam. Amezing study and memory. A different kind of journalist.",MILIND PATHAK,UCcCjg3WMwoMAyLmceRNiT-g,2022-09-10T23:56:45Z,sairabh state that he wa born in 1983 but he instantly cite devilals yatra seat of telgu desam amezing study and memory different kind of journalist ,POSITIVE,,
S6ZEx9CaG5U,Rahul ji is changing  ..congress  is changing  its stance bringing  people into front light,Rahul ji is changing  ..congress  is changing  its stance bringing  people into front light,Sanjaya,UCDWGxuJfs5PsxCr4PZCoIsQ,2022-09-14T04:36:40Z,rahul ji is changing congress is changing it stance bringing people into front light ,POSITIVE,,
S6ZEx9CaG5U,"Whatever , i support congress and Rahul , going to join yatra in my home state .<br>For me UPA is far better then present bjp government .","Whatever , i support congress and Rahul , going to join yatra in my home state .
For me UPA is far better then present bjp government .",Shilpa,UCil9L0qiyj9oVMwFmG_fVKg,2022-09-11T00:57:09Z,whatever support congress and rahul going to join yatra in my home state for me upa is far better then present bjp government ,POSITIVE,,
S6ZEx9CaG5U,Every indian should join the bharat jodo yatra...<br>Good decision by rahul Gandhi,"Every indian should join the bharat jodo yatra...
Good decision by rahul Gandhi",Pushpendra Kumar,UCPoPr0hP5R90TiG_Xgi4l6w,2022-09-11T03:02:53Z,every indian should join the bharat jodo yatra good decision by rahul gandhi ,POSITIVE,,
S6ZEx9CaG5U,Nice Rahul ji is desh ka pm desh ko tod raha hai or aap desh ko jod rahe ho aap aise netaon ki desh ko bhot zaroorat hai wo desh tabhi tarakki karta hai jab os desh ke log eksath mil kr rahe,Nice Rahul ji is desh ka pm desh ko tod raha hai or aap desh ko jod rahe ho aap aise netaon ki desh ko bhot zaroorat hai wo desh tabhi tarakki karta hai jab os desh ke log eksath mil kr rahe,Shanu Ullah,UCqVRI0CFUyRWixr9xIs-xMQ,2022-09-10T19:34:20Z,nice rahul ji is desh ka pm desh ko tod raha hai or aap desh ko jod rahe ho aap aise netaon ki desh ko bhot zaroorat hai wo desh tabhi tarakki karta hai jab o desh ke log eksath mil kr rahe ,POSITIVE,,
S6ZEx9CaG5U,"Guru lockdown me to apni listeners to bana liye par,The Lallantop apni(truth) constitution par to chale...🇮🇳🙏🤲","Guru lockdown me to apni listeners to bana liye par,The Lallantop apni(truth) constitution par to chale...🇮🇳🙏🤲",Abhinav Kumar,UCp2FjTsAU_xSErGohL5xIgg,2022-09-10T20:25:18Z,guru lockdown me to apni listener to bana liye par the lallantop apni truth constitution par to chale ,NEUTRAL,,
S6ZEx9CaG5U,He must (Rahul) improve his quality of leadership. Introspection is necessary for congress. He is very casual leader.,He must (Rahul) improve his quality of leadership. Introspection is necessary for congress. He is very casual leader.,Rameshwar Deo,UCnP7VtZ0kR6aA8QyFFnEffQ,2022-09-11T12:23:40Z,he must rahul improve his quality of leadership introspection is necessary for congress he is very casual leader ,NEGATIVE,CRITICISM,
S6ZEx9CaG5U,"Not expected, Useless video !!!<br>But Great Step by Rahul Gandhi.<br>Development is in change and change is life.<br><a href=""http://www.youtube.com/results?search_query=%23rg2024"">#RG2024</a><br><a href=""http://www.youtube.com/results?search_query=%23bharatjodoyatra"">#BharatJodoYatra</a>","Not expected, Useless video !!!
But Great Step by Rahul Gandhi.
Development is in change and change is life.
#RG2024
#BharatJodoYatra",Saurabh Singh,UCe_K-gtDdLUWVXqM917WhFA,2022-09-11T04:46:42Z,not expected useless video but great step by rahul gandhi development is in change and change is life ,NEUTRAL,,
S6ZEx9CaG5U,We are Congress we have to believe in RG.,We are Congress we have to believe in RG.,minecrafter,UCjdGNCqZ7IxfqfkyITV3Bbw,2022-09-13T03:50:00Z,we are congress we have to believe in rg ,POSITIVE,,
S6ZEx9CaG5U,"Don’t think they can get a boost from this. Now, the entire country knows them, very well.","Don’t think they can get a boost from this. Now, the entire country knows them, very well.",Devidas Borkar,UCbmxkx8b_p2FNkj2_yoxbCQ,2022-09-14T06:40:32Z,don think they can get boost from this now the entire country know them very well ,POSITIVE,,
S6ZEx9CaG5U,Rahul is by born universal leader ...he should try to lead whole of the earth and some other planet not only bharat 🤣,Rahul is by born universal leader ...he should try to lead whole of the earth and some other planet not only bharat 🤣,Desi videshi,UC1iTp8xyLYLR72Dche0TkwA,2022-09-13T08:34:47Z,rahul is by born universal leader he should try to lead whole of the earth and some other planet not only bharat ,POSITIVE,,
S6ZEx9CaG5U,Congress doing well<br>Opposite parties will criticise to make failure on the part of congress.<br>Godi media is also not very judicious to congress.<br>Congress should continue Yatra public supporting well.,"Congress doing well
Opposite parties will criticise to make failure on the part of congress.
Godi media is also not very judicious to congress.
Congress should continue Yatra public supporting well.",Krishna kumar,UCY6BseQUY7M8TLK_XoXEoPA,2022-09-11T00:59:56Z,congress doing well opposite party will criticise to make failure on the part of congress godi medium is also not very judicious to congress congress should continue yatra public supporting well ,POSITIVE,,
S6ZEx9CaG5U,All the best Rahul Gandhi ji for yatra,All the best Rahul Gandhi ji for yatra,Mubarah Basha,UC_IDZlf9e6wcum4pnazpAWg,2022-09-10T22:47:58Z,all the best rahul gandhi ji for yatra ,POSITIVE,,
