"videoID","textDisplay","textOriginal","authorDisplayName","authorChannelId","publishedAt",,"preprocessed_text","category","sub-category"
"q089dTzsJyA","May those women have a peaceful life","May those women have a peaceful life","Sumit Saini","UC6-h0W242amD1B5cVaiRgpg","2022-09-13T02:37:27Z",,"may those woman have peaceful life ","neutral",
"q089dTzsJyA","Right to property was removed during the Regime of Indira Gandhi in 1976 through 44th Constitutional Amendment","Right to property was removed during the Regime of Indira Gandhi in 1976 through 44th Constitutional Amendment","Djxjnxndmfkv zkcnvjvskdjf","UCPj4I0ZYORLZVOjG0VBdKkg","2022-09-12T11:56:34Z",,"right to property wa removed during the regime of indira gandhi in 1976 through 44th constitutional amendment ","neutral",
"q089dTzsJyA","Morarji desai ....<br>44th Constitutional amendment act 1978<br>It was made a legal right under articla 300a of the indian constitution..","Morarji desai ....
44th Constitutional amendment act 1978
It was made a legal right under articla 300a of the indian constitution..","Shashi prakash Singh","UCtP38hsEjMkzsmy6jyW1-9A","2022-09-12T12:28:14Z",,"morarji desai 44th constitutional amendment act 1978 it wa made legal right under articla 300a of the indian constitution ","neutral",
"q089dTzsJyA","<b>Act is Not Above Fact</b> 🔥🔥","*Act is Not Above Fact* 🔥🔥","A乚𝜪𝕜","UC1GtrdGlriOSdIeUb7QbGSg","2022-09-14T03:55:42Z",,"act is not above fact ","neutral",
"q089dTzsJyA","Still there are many temple&#39","s (big one) .<br><br>HAR HAR MAHADEV 🚩🚩","Still there are many temple's (big one) .

HAR HAR MAHADEV 🚩🚩","Shubham Tripathi","UCXkbr5_8qWd8_-ZMvH5jYMA",,,"negative","criticism"
"q089dTzsJyA","Please make a video on waqf act","Please make a video on waqf act","Chirag Parmar","UCuj_I-p7lNTd4kns-Rj7DCA","2022-09-12T12:29:39Z",,"please make video on waqf act ","neutral",
"q089dTzsJyA","Study IQ is very affordable","Study IQ is very affordable","Rahul S","UCxFeRjaHXzm9dYEZG9UZ3Dw","2022-09-12T11:33:13Z",,"study iq is very affordable ","positive",
"q089dTzsJyA","Yeeee yeppi ...  Jai Hindustan.","Yeeee yeppi ...  Jai Hindustan.","Swati","UCtqoeRKaK6B00JlTYbbgdNg","2022-09-12T11:10:12Z",,"yee yeppi jai hindustan ","positive",
"q089dTzsJyA","Can it possible to remove 1991 act?","Can it possible to remove 1991 act?","Harsh kumar","UCDbZedXLQ6y0LgzobUStCJQ","2022-09-13T13:03:31Z",,"can it possible to remove 1991 act ","neutral",
"q089dTzsJyA","Wow, our india is on track to become leader of the world soon.","Wow, our india is on track to become leader of the world soon.","Mohammad Aazib","UCnEVDZ_5b04vw4jPbrVnu1g","2022-09-12T13:58:07Z",,"wow our india is on track to become leader of the world soon ","negative","criticism"
"q089dTzsJyA","Right to property removed by morarji desai govt","Right to property removed by morarji desai govt","Biswajit Ray","UCCWsgYxF_UjDoHFxz42WPBA","2022-09-12T12:35:48Z",,"right to property removed by morarji desai govt ","negative","criticism"
"q089dTzsJyA","Jai shree Ram","Jai shree Ram","Amit Singh","UC3mRwQmsoZQzMJxQK5Cabhw","2022-09-13T07:45:10Z",,"jai shree ram ","positive",
"q089dTzsJyA","Jai Shree Mahakal Ji 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","Jai Shree Mahakal Ji 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","HUNTER* SHASHI","UCnTtiL3hjKLwVzSPxp4u7CQ","2022-09-13T07:33:33Z",,"jai shree mahakal ji ","positive",
"q089dTzsJyA","Jai shree Krishna","Jai shree Krishna","thunderstorm","UCvMloorpw8Ss83UhOgHB1yQ","2022-09-13T04:19:36Z",,"jai shree krishna ","positive",
"q089dTzsJyA","Nice so we will going to see 👀 another way of politics","Nice so we will going to see 👀 another way of politics","Amiy EAGLE","UCqAv96dcbPhhM3BrXSgo_cA","2022-09-13T01:27:44Z",,"nice so we will going to see another way of politics ","negative",
"q089dTzsJyA","You can see the wall of temple clearly","You can see the wall of temple clearly","Shaurya Singh","UCycv5E5k04t-A_IaUSMeknw","2022-09-12T11:40:20Z",,"you can see the wall of temple clearly ","negative",
"q089dTzsJyA","Places of worship act violates right to justice.","Places of worship act violates right to justice.","Amit Swain","UCNMEDaPoXm1X45G1Vo0kn2Q","2022-09-12T13:05:11Z",,"place of worship act violates right to justice ","negative","criticism"
"q089dTzsJyA","Jai shree ram","Jai shree ram","Harry Potter","UC32wYEWcOvpKSka2SUew1nA","2022-09-12T12:10:41Z",,"jai shree ram ","positive",
"q089dTzsJyA","Jai shree ram 🙏","Jai shree ram 🙏","king Rajput","UCvLbr_C6sYr5gIgBuyitoLQ","2022-09-12T13:15:21Z",,"jai shree ram ","positive",
"q089dTzsJyA","Low of karma 🔥","Low of karma 🔥","Surya Bishnoi","UCW5wEEbkfVQFh2DmV0SFo8A","2022-09-12T12:36:24Z",,"low of karma ","negative","criticism"
"q089dTzsJyA","40000 more temples to go","40000 more temples to go","Random Tricks pro","UCFrcAxipaLYwHlBbRsOEAow","2022-09-12T12:07:03Z",,"400 more temple to go ","negative","criticism"
"q089dTzsJyA","Forget justice","Forget justice","UGC NET free class","UCuV_Rmnoe6NXR-NMO2ij_4A","2022-09-12T17:47:58Z",,"forget justice ","negative","criticism"
"q089dTzsJyA","Good news","Good news","complete your goals","UCC9qQ7o5BGB-mWUzFlbm-8w","2022-09-12T13:42:27Z",,"good news ","positive",
"q089dTzsJyA","Jai bhole baba 🙏🙏","Jai bhole baba 🙏🙏","Saurabh singh","UCljrQ610mWsD9jYIxktb8qg","2022-09-12T16:01:13Z",,"jai bhole baba ","positive",
"fpw0cdCcC2g","Desperate motivated journos arguing on law, critiquing judges and pronouncing judgements. No wonder ex-CJI spoke of media trials, anyways, loving it.","Desperate motivated journos arguing on law, critiquing judges and pronouncing judgements. No wonder ex-CJI spoke of media trials, anyways, loving it.","Arin M","UCAe-ojz267VrxWia61h5SOg","2022-09-13T18:51:20Z",,"desperate motivated journos arguing on law critiquing judge and pronouncing judgement no wonder ex cji spoke of medium trial anyways loving it ","negative","criticism"
"fpw0cdCcC2g","Anti law judgment by local court","Anti law judgment by local court","Shahid Khan","UC4b-ilh5oEKTJx4vDUR7VYg","2022-09-13T17:45:56Z",,"anti law judgment by local court ","negative","criticism"
"fpw0cdCcC2g","Hindus are now being asked to vacate their homes in a village in Tamilnadu.  The entire ownership of the village is now with the Waqf Board!  Effect of forged stamp papers in India!","Hindus are now being asked to vacate their homes in a village in Tamilnadu.  The entire ownership of the village is now with the Waqf Board!  Effect of forged stamp papers in India!","Chander","UCMrku33O872KXpC5XjILf4A","2022-09-14T00:59:34Z",,"hindu are now being asked to vacate their home in village in tamilnadu the entire ownership of the village is now with the waqf board effect of forged stamp paper in india ","negative","criticism"
"fpw0cdCcC2g","Sir  SC me Judiciary me ko snghiyon ne world level ka mazaq bana rakha hae kewal muslim dushmani ko badhawa dena hae sarkar ke eshare par Judiciary system kam kar raha hae.","Sir  SC me Judiciary me ko snghiyon ne world level ka mazaq bana rakha hae kewal muslim dushmani ko badhawa dena hae sarkar ke eshare par Judiciary system kam kar raha hae.","Wasim","UC4Z00zYoWJZT1xvM8kgExMw","2022-09-14T01:35:50Z",,"sir sc me judiciary me ko snghiyon ne world level ka mazaq bana rakha hae kewal muslim dushmani ko badhawa dena hae sarkar ke eshare par judiciary system kam kar raha hae ","negative","criticism"
"fpw0cdCcC2g","Let the truth come out","Let the truth come out","paliwal view","UCN7HsMouxUSeaZRoG0Qbdxw","2022-09-13T17:54:30Z",,"let the truth come out ","neutral",
"fpw0cdCcC2g","Vah kab Mandir tha vah Nahin jante lekin vah abhi masjid tha unka hak nahin tha agar unhen uska hak milega To ham musalmanon Ko bhi apna masjid ka hak hai","Vah kab Mandir tha vah Nahin jante lekin vah abhi masjid tha unka hak nahin tha agar unhen uska hak milega To ham musalmanon Ko bhi apna masjid ka hak hai","Sheikhshahid","UCpOLx1_3HRGrjaopuv8NBZg","2022-09-14T02:42:42Z",,"vah kab mandir tha vah nahin jante lekin vah abhi masjid tha unka hak nahin tha agar unhen uska hak milega to ham musalmanon ko bhi apna masjid ka hak hai ","negative","criticism"
"fpw0cdCcC2g","Thanks","Thanks","Mohd Sayeed","UCmQxaE3AkW-W3UkP3Uj87cQ","2022-09-13T18:12:28Z",,"thanks ","positive",
"fpw0cdCcC2g","Thanks","Thanks","Hanee'f Hashmii","UCA32blh7xLjtUygXBYOvFmg","2022-09-13T17:18:05Z",,"thanks ","positive",
"fpw0cdCcC2g","Go visit Dr. Syed Rizwan Ahmed&#39","s channel and learn how to be unbiased!","Go visit Dr. Syed Rizwan Ahmed's channel and learn how to be unbiased!","Prashasthihaldwani","UCkKFURJHESYajFrz-9lG-Pg",,,"negative","criticism"
"fpw0cdCcC2g","SIRF BHARAT JODO","SIRF BHARAT JODO","M Rahman","UCKPSv5_jDNjw1e0cnXEcNmw","2022-09-13T16:30:14Z",,"sirf bharat jodo ","positive",
"fpw0cdCcC2g","yes this is only matter of allowing  to do puja. outside the masjid, but media and bjp people are making  this a huge topic to create problem","yes this is only matter of allowing  to do puja. outside the masjid, but media and bjp people are making  this a huge topic to create problem","feroz latif","UCOURCM03EwU0HuZo6vdBGWA","2022-09-13T17:58:29Z",,"yes this is only matter of allowing to do puja outside the masjid but medium and bjp people are making this huge topic to create problem ","negative","criticism"
"fpw0cdCcC2g","Satya hindi platform,  have about 8 to 10 journalist, who think that they are the expert on science  politics, history, military science  law. They are all anti Modi, anti BJP.","Satya hindi platform,  have about 8 to 10 journalist, who think that they are the expert on science  politics, history, military science  law. They are all anti Modi, anti BJP.","Mahima Pandey","UCNA2MC3c2bcU6yv6ZSc_4fg","2022-09-13T21:54:01Z",,"satya hindi platform have about to 10 journalist who think that they are the expert on science politics history military science law they are all anti modi anti bjp ","negative","criticism"
"fpw0cdCcC2g","Ground is being Prepared for 2024 general elections.","Ground is being Prepared for 2024 general elections.","tarlok singh Sahota","UCeqw_UL-OxaEEaTjwKdvhdg","2022-09-13T21:23:36Z",,"ground is being prepared for 2024 general election ","negative","criticism"
"fpw0cdCcC2g","BJP.  ASALI .MUDHOKo. GUMARAH. KAR. RAHI. HI<br>BJP .SABASE. ZUTI. PARTY. HI.","BJP.  ASALI .MUDHOKo. GUMARAH. KAR. RAHI. HI
BJP .SABASE. ZUTI. PARTY. HI.","Nanaji Ramteke","UCnTVvoW42wM99nzD3QHKzOg","2022-09-14T01:58:55Z",,"bjp asali mudhoko gumarah kar rahi hi bjp sabase zuti party hi ","negative","criticism"
"fpw0cdCcC2g","Wqft Board must be controlled by Central Government .....","Wqft Board must be controlled by Central Government .....","AN","UCW1CKwbbZijvur1-hZez93g","2022-09-13T18:15:27Z",,"wqft board must be controlled by central government ","positive",
"fpw0cdCcC2g","1991 Worship Act should be REVOKE","1991 Worship Act should be REVOKE","AN","UCW1CKwbbZijvur1-hZez93g","2022-09-13T18:08:25Z",,"1991 worship act should be revoke ","neutral",
"fpw0cdCcC2g","Moo","Moo","Anwar Sheikh","UCW5vebUGAgT82v5AitTRhuQ","2022-09-13T18:13:22Z",,"moo ","neutral",
"fpw0cdCcC2g","It is very clear it is a mandir","It is very clear it is a mandir","paliwal view","UCN7HsMouxUSeaZRoG0Qbdxw","2022-09-13T17:51:38Z",,"it is very clear it is mandir ","negative","criticism"
"fpw0cdCcC2g","BJP is horrible party. How to get rid of this party.","BJP is horrible party. How to get rid of this party.","Dilip Kulkarni","UCdPdexnphWbKLc-5NEgpcGg","2022-09-13T17:36:14Z",,"bjp is horrible party how to get rid of this party ","negative","criticism"
"QSjxjftp78U","Mark my words every Msjid is A MANDIR FIRST.","Mark my words every Msjid is A MANDIR FIRST.","demo purpose","UCW1Oxsjl6tYwWkHrW-sBFTQ","2022-09-12T20:52:19Z",,"mark my word every msjid is mandir first ","negative","criticism"
"QSjxjftp78U","How can nature of religious act change. When the religious place is  maandir. And it was demolished by islamic ruler and then they made mosq on it. It is completely wrong","How can nature of religious act change. When the religious place is  maandir. And it was demolished by islamic ruler and then they made mosq on it. It is completely wrong","Shubham Ghede","UCsMQBH2z32VZksPUoiiOkvw","2022-09-13T02:19:35Z",,"how can nature of religious act change when the religious place is maandir and it wa demolished by islamic ruler and then they made mosq on it it is completely wrong ","negative","criticism"
"QSjxjftp78U","Owaisiji, why don&#39;t you condemn the demolition of temples of the past, why your statements are always selective, you oppose Raja Singh and nupur sharma but in 9 years you never condemn the statement made by your brother","Owaisiji, why don't you condemn the demolition of temples of the past, why your statements are always selective, you oppose Raja Singh and nupur sharma but in 9 years you never condemn the statement made by your brother","mukul kaushal","UCCPsodMgDfzoIXZNn3H5rYw","2022-09-13T03:21:21Z",,"owaisiji why don you condemn the demolition of temple of the past why your statement are always selective you oppose raja singh and nupur sharma but in year you never condemn the statement made by your brother ","negative","criticism"
"QSjxjftp78U","Kashmirii pandits were mass murdered and driven out from the valley in 1990 and places of worship act passed in 1991 ! Are both connected  under congies regime?","Kashmirii pandits were mass murdered and driven out from the valley in 1990 and places of worship act passed in 1991 ! Are both connected  under congies regime?","Muhammed saleem","UCNMwzGcQgUKiafa0VvTzrYQ","2022-09-12T13:03:32Z",,"kashmirii pandits were mass murdered and driven out from the valley in 1990 and place of worship act passed in 1991 are both connected under congies regime ","negative","criticism"
"QSjxjftp78U","Owaisiji, whatever evidence you have gathered, why don&#39;t you present it directly in the court, instead of making videos? You are a barrister and you have to set the right personal example to the public through your exemplary conduct and respect for the court. In fact, why don&#39;t you argue the cases yourself for the Muslim-side?","Owaisiji, whatever evidence you have gathered, why don't you present it directly in the court, instead of making videos? You are a barrister and you have to set the right personal example to the public through your exemplary conduct and respect for the court. In fact, why don't you argue the cases yourself for the Muslim-side?","Haresh Gaglani","UC754drkdeos5K3KbGZsal0g","2022-09-12T12:54:14Z",,"owaisiji whatever evidence you have gathered why don you present it directly in the court instead of making video you are barrister and you have to set the right personal example to the public through your exemplary conduct and respect for the court in fact why don you argue the case yourself for the muslim side ","negative","criticism"
"QSjxjftp78U","Thanks to BJP team. Now court has taken a good decision.","Thanks to BJP team. Now court has taken a good decision.","Humanity Religion","UCsIGcHjHLzggu6eniH3kVrg","2022-09-13T15:00:08Z",,"thanks to bjp team now court ha taken good decision ","positive",
"QSjxjftp78U","Check his DNA he too was a Narayan or a Rajeshwar not that long ago","Check his DNA he too was a Narayan or a Rajeshwar not that long ago","LK Reddy","UCHH16mN6SDNzPwNMovc15JA","2022-09-12T18:02:23Z",,"check his dna he too wa narayan or rajeshwar not that long ago ","negative","criticism"
"QSjxjftp78U","Move that mosque to some other place..","Move that mosque to some other place..","Manu","UCv8obQ8sT36eLN0BMINnraw","2022-09-13T05:58:25Z",,"move that mosque to some other place ","negative","criticism"
"QSjxjftp78U","Court ne result dedia Tu bolta rahe Khawesi 😅","Court ne result dedia Tu bolta rahe Khawesi 😅","Creative Moments🤩","UCSsJsGR3s8ZkKj0pju4NI3Q","2022-09-13T08:39:38Z",,"court ne result dedia tu bolta rahe khawesi ","negative","criticism"
"QSjxjftp78U","E topiwala ko afghanisthan ko bhej do modiji! He will be happy  their   because  he cannot open his mouth there","E topiwala ko afghanisthan ko bhej do modiji! He will be happy  their   because  he cannot open his mouth there","Anjani","UCH4EcBnoOdDlkqguY1ERmfw","2022-09-14T09:43:18Z",,"topiwala ko afghanisthan ko bhej do modiji he will be happy their because he cannot open his mouth there ","negative","criticism"
"QSjxjftp78U","Jabbardasti kabza ker lene se wo jameen kisi sur ka nahi ho jata. Yeh tou hinduon ke jameen jo aap logon ne Jabbardasti kabza ker rakkha h. Pyar mohabat se de dou accha rehega agar nahi doge tou hum dekhenge kaise liya ja sakta h. <br>Even Mecca was a Mandir  owned by Hindus","Jabbardasti kabza ker lene se wo jameen kisi sur ka nahi ho jata. Yeh tou hinduon ke jameen jo aap logon ne Jabbardasti kabza ker rakkha h. Pyar mohabat se de dou accha rehega agar nahi doge tou hum dekhenge kaise liya ja sakta h. 
Even Mecca was a Mandir  owned by Hindus","Aтнєιѕт Ƥαηɗιтנι","UCUCOK1wcBCF1nAGNWAvi3mg","2022-09-12T15:07:48Z",,"jabbardasti kabza ker lene se wo jameen kisi sur ka nahi ho jata yeh tou hinduon ke jameen jo aap logon ne jabbardasti kabza ker rakkha pyar mohabat se de dou accha rehega agar nahi doge tou hum dekhenge kaise liya ja sakta even mecca wa mandir owned by hindu ","negative","criticism"
"QSjxjftp78U","Court mn bol na madarasachaap","Court mn bol na madarasachaap","pankaj sharma","UCi4WRbzmhwWsERyR8wKTpcw","2022-09-12T13:40:41Z",,"court mn bol na madarasachaap ","negative","criticism"
"QSjxjftp78U","Listen this is india we the indian majority will decide what we should do . Frankly speaking all the masjid were built after destroying mandir and there should be no debate restore all mandir hindus have right to demand justice for what mughals and Muslims did including murder rape pillage ...... and owasi is arguing??","Listen this is india we the indian majority will decide what we should do . Frankly speaking all the masjid were built after destroying mandir and there should be no debate restore all mandir hindus have right to demand justice for what mughals and Muslims did including murder rape pillage ...... and owasi is arguing??","Sebastian Shroff","UCyTg0eZU4_V32eYwrNfkaJQ","2022-09-13T21:49:00Z",,"listen this is india we the indian majority will decide what we should do frankly speaking all the masjid were built after destroying mandir and there should be no debate restore all mandir hindu have right to demand justice for what mughals and muslim did including murder rape pillage and owasi is arguing ","negative","criticism"
"QSjxjftp78U","Why is Modi sleeping, he should immediately abolish this ridiculous 1991 Places of Worship act","Why is Modi sleeping, he should immediately abolish this ridiculous 1991 Places of Worship act","Fluky Punditry","UCFrcIeqC-cZMHDlhDGX0jgQ","2022-09-12T13:21:23Z",,"why is modi sleeping he should immediately abolish this ridiculous 1991 place of worship act ","negative","criticism"
"QSjxjftp78U","Owasi mind your words when criticise modi  sir ,he will never hate Muslims ,at the same time if you threaten modiji you will have to see the  consequences ,it is not a joke you go to supreme Court ,if you condemd modiji ,your days are counted","Owasi mind your words when criticise modi  sir ,he will never hate Muslims ,at the same time if you threaten modiji you will have to see the  consequences ,it is not a joke you go to supreme Court ,if you condemd modiji ,your days are counted","Purushothaman Same as above","UCTfRafU3IHQpWbW6KuLrF5A","2022-09-12T15:09:04Z",,"owasi mind your word when criticise modi sir he will never hate muslim at the same time if you threaten modiji you will have to see the consequence it is not joke you go to supreme court if you condemd modiji your day are counted ","negative","criticism"
"MOmHrQPMrVE","Mark my words every Msjid is A MANDIR FIRST.","Mark my words every Msjid is A MANDIR FIRST.","demo purpose","UCW1Oxsjl6tYwWkHrW-sBFTQ","2022-09-12T20:52:19Z",,"mark my word every msjid is mandir first ","negative","criticism"
"MOmHrQPMrVE","How can nature of religious act change. When the religious place is  maandir. And it was demolished by islamic ruler and then they made mosq on it. It is completely wrong","How can nature of religious act change. When the religious place is  maandir. And it was demolished by islamic ruler and then they made mosq on it. It is completely wrong","Shubham Ghede","UCsMQBH2z32VZksPUoiiOkvw","2022-09-13T02:19:35Z",,"how can nature of religious act change when the religious place is maandir and it wa demolished by islamic ruler and then they made mosq on it it is completely wrong ","negative","criticism"
"MOmHrQPMrVE","Owaisiji, why don&#39;t you condemn the demolition of temples of the past, why your statements are always selective, you oppose Raja Singh and nupur sharma but in 9 years you never condemn the statement made by your brother","Owaisiji, why don't you condemn the demolition of temples of the past, why your statements are always selective, you oppose Raja Singh and nupur sharma but in 9 years you never condemn the statement made by your brother","mukul kaushal","UCCPsodMgDfzoIXZNn3H5rYw","2022-09-13T03:21:21Z",,"owaisiji why don you condemn the demolition of temple of the past why your statement are always selective you oppose raja singh and nupur sharma but in year you never condemn the statement made by your brother ","negative","criticism"
"MOmHrQPMrVE","Kashmirii pandits were mass murdered and driven out from the valley in 1990 and places of worship act passed in 1991 ! Are both connected  under congies regime?","Kashmirii pandits were mass murdered and driven out from the valley in 1990 and places of worship act passed in 1991 ! Are both connected  under congies regime?","Muhammed saleem","UCNMwzGcQgUKiafa0VvTzrYQ","2022-09-12T13:03:32Z",,"kashmirii pandits were mass murdered and driven out from the valley in 1990 and place of worship act passed in 1991 are both connected under congies regime ","negative","criticism"
"MOmHrQPMrVE","Owaisiji, whatever evidence you have gathered, why don&#39;t you present it directly in the court, instead of making videos? You are a barrister and you have to set the right personal example to the public through your exemplary conduct and respect for the court. In fact, why don&#39;t you argue the cases yourself for the Muslim-side?","Owaisiji, whatever evidence you have gathered, why don't you present it directly in the court, instead of making videos? You are a barrister and you have to set the right personal example to the public through your exemplary conduct and respect for the court. In fact, why don't you argue the cases yourself for the Muslim-side?","Haresh Gaglani","UC754drkdeos5K3KbGZsal0g","2022-09-12T12:54:14Z",,"owaisiji whatever evidence you have gathered why don you present it directly in the court instead of making video you are barrister and you have to set the right personal example to the public through your exemplary conduct and respect for the court in fact why don you argue the case yourself for the muslim side ","negative","criticism"
"MOmHrQPMrVE","Thanks to BJP team. Now court has taken a good decision.","Thanks to BJP team. Now court has taken a good decision.","Humanity Religion","UCsIGcHjHLzggu6eniH3kVrg","2022-09-13T15:00:08Z",,"thanks to bjp team now court ha taken good decision ","negative",
"MOmHrQPMrVE","Check his DNA he too was a Narayan or a Rajeshwar not that long ago","Check his DNA he too was a Narayan or a Rajeshwar not that long ago","LK Reddy","UCHH16mN6SDNzPwNMovc15JA","2022-09-12T18:02:23Z",,"check his dna he too wa narayan or rajeshwar not that long ago ","negative","criticism"
"MOmHrQPMrVE","Move that mosque to some other place..","Move that mosque to some other place..","Manu","UCv8obQ8sT36eLN0BMINnraw","2022-09-13T05:58:25Z",,"move that mosque to some other place ","negative","criticism"
"MOmHrQPMrVE","Court ne result dedia Tu bolta rahe Khawesi 😅","Court ne result dedia Tu bolta rahe Khawesi 😅","Creative Moments🤩","UCSsJsGR3s8ZkKj0pju4NI3Q","2022-09-13T08:39:38Z",,"court ne result dedia tu bolta rahe khawesi ","negative","criticism"
"MOmHrQPMrVE","E topiwala ko afghanisthan ko bhej do modiji! He will be happy  their   because  he cannot open his mouth there","E topiwala ko afghanisthan ko bhej do modiji! He will be happy  their   because  he cannot open his mouth there","Anjani","UCH4EcBnoOdDlkqguY1ERmfw","2022-09-14T09:43:18Z",,"topiwala ko afghanisthan ko bhej do modiji he will be happy their because he cannot open his mouth there ","negative","criticism"
"MOmHrQPMrVE","Jabbardasti kabza ker lene se wo jameen kisi sur ka nahi ho jata. Yeh tou hinduon ke jameen jo aap logon ne Jabbardasti kabza ker rakkha h. Pyar mohabat se de dou accha rehega agar nahi doge tou hum dekhenge kaise liya ja sakta h. <br>Even Mecca was a Mandir  owned by Hindus","Jabbardasti kabza ker lene se wo jameen kisi sur ka nahi ho jata. Yeh tou hinduon ke jameen jo aap logon ne Jabbardasti kabza ker rakkha h. Pyar mohabat se de dou accha rehega agar nahi doge tou hum dekhenge kaise liya ja sakta h. 
Even Mecca was a Mandir  owned by Hindus","Aтнєιѕт Ƥαηɗιтנι","UCUCOK1wcBCF1nAGNWAvi3mg","2022-09-12T15:07:48Z",,"jabbardasti kabza ker lene se wo jameen kisi sur ka nahi ho jata yeh tou hinduon ke jameen jo aap logon ne jabbardasti kabza ker rakkha pyar mohabat se de dou accha rehega agar nahi doge tou hum dekhenge kaise liya ja sakta even mecca wa mandir owned by hindu ","negative","criticism"
"MOmHrQPMrVE","Court mn bol na madarasachaap","Court mn bol na madarasachaap","pankaj sharma","UCi4WRbzmhwWsERyR8wKTpcw","2022-09-12T13:40:41Z",,"court mn bol na madarasachaap ","negative","criticism"
"MOmHrQPMrVE","Listen this is india we the indian majority will decide what we should do . Frankly speaking all the masjid were built after destroying mandir and there should be no debate restore all mandir hindus have right to demand justice for what mughals and Muslims did including murder rape pillage ...... and owasi is arguing??","Listen this is india we the indian majority will decide what we should do . Frankly speaking all the masjid were built after destroying mandir and there should be no debate restore all mandir hindus have right to demand justice for what mughals and Muslims did including murder rape pillage ...... and owasi is arguing??","Sebastian Shroff","UCyTg0eZU4_V32eYwrNfkaJQ","2022-09-13T21:49:00Z",,"listen this is india we the indian majority will decide what we should do frankly speaking all the masjid were built after destroying mandir and there should be no debate restore all mandir hindu have right to demand justice for what mughals and muslim did including murder rape pillage and owasi is arguing ","negative","criticism"
"MOmHrQPMrVE","Why is Modi sleeping, he should immediately abolish this ridiculous 1991 Places of Worship act","Why is Modi sleeping, he should immediately abolish this ridiculous 1991 Places of Worship act","Fluky Punditry","UCFrcIeqC-cZMHDlhDGX0jgQ","2022-09-12T13:21:23Z",,"why is modi sleeping he should immediately abolish this ridiculous 1991 place of worship act ","negative","criticism"
"MOmHrQPMrVE","Owasi mind your words when criticise modi  sir ,he will never hate Muslims ,at the same time if you threaten modiji you will have to see the  consequences ,it is not a joke you go to supreme Court ,if you condemd modiji ,your days are counted","Owasi mind your words when criticise modi  sir ,he will never hate Muslims ,at the same time if you threaten modiji you will have to see the  consequences ,it is not a joke you go to supreme Court ,if you condemd modiji ,your days are counted","Purushothaman Same as above","UCTfRafU3IHQpWbW6KuLrF5A","2022-09-12T15:09:04Z",,"owasi mind your word when criticise modi sir he will never hate muslim at the same time if you threaten modiji you will have to see the consequence it is not joke you go to supreme court if you condemd modiji your day are counted ","negative","criticism"
"XGGTp3h5Bqk","Hindus must thank the lawyer &amp;  Advocates for fighting this case, but what about Sringeri Peeta Karnataka? Will it thank Vishnu Shankar Jain? If Yes, When? If no, then is it because they want to protect their secular identify?<br><br>Remember, these mutts are the ones who will be at the forefront to take the advantage, if Almighty willing Adv. Vishnu Shankar Jain is successful in getting the order from Supreme Court to rebuild Kaashi Vishwanath Temple.<br><br>You need example? <br>The Sringeri mutt branch is already about to come up in premises of Ayodhya Ram Mandir.<br><br>Beware of these people......","Hindus must thank the lawyer &  Advocates for fighting this case, but what about Sringeri Peeta Karnataka? Will it thank Vishnu Shankar Jain? If Yes, When? If no, then is it because they want to protect their secular identify?

Remember, these mutts are the ones who will be at the forefront to take the advantage, if Almighty willing Adv. Vishnu Shankar Jain is successful in getting the order from Supreme Court to rebuild Kaashi Vishwanath Temple.

You need example? 
The Sringeri mutt branch is already about to come up in premises of Ayodhya Ram Mandir.

Beware of these people......","Kannada Dictionary with English translation.","UCuHDhV71dIsl3ewtyoHitSA","2022-09-14T10:03:16Z",,"hindu must thank the lawyer advocate for fighting this case but what about sringeri peeta karnataka will it thank vishnu shankar jain if yes when if no then is it because they want to protect their secular identify remember these mutt are the one who will be at the forefront to take the advantage if almighty willing adv vishnu shankar jain is successful in getting the order from supreme court to rebuild kaashi vishwanath temple you need example the sringeri mutt branch is already about to come up in premise of ayodhya ram mandir beware of these people ","negative","criticism"
"XGGTp3h5Bqk","Hr hr mahadev","Hr hr mahadev","rider vlogger vishal","UCzJaRrvNv6ml7eCmTru8sog","2022-09-12T13:11:57Z",,"hr hr mahadev ","positive",
"XGGTp3h5Bqk","Har Har Mahadev","Har Har Mahadev","sanjay das","UCGbiMSqAvN06K3lG7Iprsdg","2022-09-13T02:53:15Z",,"har har mahadev ","positive",
"XGGTp3h5Bqk",".",".","Fan Of Michael Jackson","UCCT8ByC1dOwqPLEPFrRWzWw","2022-09-13T10:50:09Z",,,"neutral",
"XGGTp3h5Bqk","Fawara to hai ye","Fawara to hai ye","Vidhayak Azmi","UC6Pq_pKg_QTXAjOZxUBGcNw","2022-09-13T15:15:45Z",,"fawara to hai ye ","negative","criticism"
